project,street,marketSegment,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,x,y,nettPrice
CHESTERVALE,BANGKIT ROAD,OCR,131,06-10,1,0825,3,1410000,Executive Condominium,23,Strata,99 yrs lease commencing from 1997,21481.20633,40104.2301,
CHESTERVALE,BANGKIT ROAD,OCR,117,06-10,1,0126,3,1310000,Executive Condominium,23,Strata,99 yrs lease commencing from 1997,21481.20633,40104.2301,
CHESTERVALE,BANGKIT ROAD,OCR,117,06-10,1,0625,3,1250000,Executive Condominium,23,Strata,99 yrs lease commencing from 1997,21481.20633,40104.2301,
CHESTERVALE,BANGKIT ROAD,OCR,130,06-10,1,0925,3,1520000,Executive Condominium,23,Strata,99 yrs lease commencing from 1997,21481.20633,40104.2301,
CHESTERVALE,BANGKIT ROAD,OCR,117,06-10,1,0326,3,1240000,Executive Condominium,23,Strata,99 yrs lease commencing from 1997,21481.20633,40104.2301,
CHESTERVALE,BANGKIT ROAD,OCR,133,01-05,1,0726,3,1336000,Executive Condominium,23,Strata,99 yrs lease commencing from 1997,21481.20633,40104.2301,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,01-05,1,0826,3,1320000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,01-05,1,0821,3,765000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,94,06-10,1,0722,3,1118000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,79,01-05,1,0522,3,870000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,122,06-10,1,0322,3,1400000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,01-05,1,0722,3,1300000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,88,01-05,1,0123,3,1030000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0723,3,1320000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,06-10,1,0723,3,1000000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,79,06-10,1,0623,3,1145000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0623,3,1310000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,94,11-15,1,0623,3,1220000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,06-10,1,0623,3,998000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,104,06-10,1,0623,3,1420000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,06-10,1,0723,3,1388000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,107,11-15,1,0623,3,1338000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0723,3,1240000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0723,3,1320000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,103,01-05,1,0723,3,1360000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0723,3,1280000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,112,11-15,1,0723,3,1495000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0623,3,1235000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,89,06-10,1,0723,3,1320000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,79,06-10,1,0723,3,1150000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,122,06-10,1,0723,3,1750000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,107,01-05,1,0723,3,1410000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,117,01-05,1,0723,3,1460000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0424,3,1350000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,119,01-05,1,0624,3,1660000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,06-10,1,0724,3,1460000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0623,3,1295000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,01-05,1,0623,3,1020000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,125,01-05,1,0923,3,1750000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,107,06-10,1,0823,3,1500000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,104,11-15,1,0923,3,1471688,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,124,11-15,1,0823,3,1620000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,06-10,1,0823,3,1405000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0823,3,1320000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,06-10,1,1223,3,1380000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,06-10,1,1023,3,1022000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,01-05,1,1223,3,1368000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,01-05,1,0424,3,1570000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,01-05,1,0424,3,1350000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,06-10,1,0524,3,1250000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,125,06-10,1,1123,3,1730000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,06-10,1,1123,3,1055000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,11-15,1,1123,3,1325000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,89,06-10,1,1123,3,1330000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,06-10,1,0823,3,1160000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,06-10,1,0224,3,1568000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,01-05,1,0224,3,1395000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,06-10,1,0324,3,1482000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,107,01-05,1,0224,3,1510000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0424,3,1350000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0424,3,1283888,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,1023,3,1260000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,104,11-15,1,1023,3,1438000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,1023,3,1200000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,122,06-10,1,1023,3,1600000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,1223,3,1330000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,01-05,1,1223,3,1515000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,01-05,1,1023,3,1510000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,89,01-05,1,0524,3,1245000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0823,3,1318000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,92,01-05,1,0823,3,1220000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,06-10,1,0723,3,1405000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,01-05,1,1123,3,1160000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,06-10,1,1123,3,1320000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,89,06-10,1,0823,3,1322800,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0923,3,1315000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,01-05,1,0923,3,1485000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,01-05,1,0923,3,1505888,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,06-10,1,0923,3,1480000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,119,01-05,1,0923,3,1600000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,122,01-05,1,0923,3,1725000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0823,3,1300000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,103,01-05,1,0724,3,1450000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,104,06-10,1,0724,3,1530000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,06-10,1,0724,3,1188888,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,06-10,1,0524,3,1070000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,01-05,1,0824,3,1036888,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,01-05,1,0524,3,1150000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0524,3,1290000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,125,06-10,1,0224,3,1755000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,1024,3,1400000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,01-05,1,1123,3,1540000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,104,01-05,1,0124,3,1500000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0124,3,1418000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,06-10,1,0624,3,1440000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,01-05,1,0324,3,1150000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,119,01-05,1,0324,3,1680000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,112,06-10,1,0324,3,1480000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,122,11-15,1,0124,3,1760000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,01-05,1,0124,3,1280000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0124,3,1195000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,92,06-10,1,0524,3,1380000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,107,01-05,1,1223,3,1480000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,06-10,1,1223,3,1210000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,06-10,1,0924,3,1300000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,06-10,1,0324,3,1575000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,06-10,1,0324,3,1430000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0224,3,1315000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,01-05,1,1223,3,1388000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,89,01-05,1,1223,3,1260000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,89,06-10,1,1123,3,1300000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,1123,3,1261000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,06-10,1,1023,3,1590000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,06-10,1,1024,3,1455000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,01-05,1,1024,3,1100000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,106,06-10,1,1024,3,1630000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,112,11-15,1,0424,3,1550000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0524,3,1350000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0424,3,1338000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,06-10,1,1223,3,1021000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,107,06-10,1,0624,3,1558000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,79,01-05,1,0824,3,1200000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,01-05,1,1023,3,1150000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,1023,3,1268000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0724,3,1375000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,1123,3,1283000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,122,06-10,1,1124,3,1760000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0923,3,1230000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,67,01-05,1,1123,3,1020000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0824,3,1330000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0823,3,1280000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,06-10,1,0824,3,1255000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,112,06-10,1,1023,3,1528000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,01-05,1,1023,3,1165000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,79,01-05,1,1123,3,1200000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,06-10,1,0823,3,1250000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,81,01-05,1,0524,3,1242000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,124,06-10,1,0124,3,1680000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0124,3,1350000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,122,01-05,1,0224,3,1790000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,95,01-05,1,0124,3,1350000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
THE VISIONAIRE,CANBERRA DRIVE,OCR,91,01-05,1,0224,3,1300000,Executive Condominium,27,Strata,99 yrs lease commencing from 2015,27164.7477,47484.91294,
